00:00.0,VCU,20.1056,20.2008,4967,USD
00:00.1,VCU,20.1092,20.2045,2128,USD
00:00.2,VCU,20.106,20.2055,1807,USD
00:00.3,VCU,20.0996,20.1961,1292,USD
00:00.4,VCU,20.1135,20.2145,3600,USD
00:00.5,VCU,20.1156,20.2189,1069,USD
00:00.6,VCU,20.122,20.2248,3613,USD
00:00.7,VCU,20.1202,20.2235,1084,USD
00:00.8,VCU,20.1215,20.219,2299,USD
00:00.9,VCU,20.1352,20.238,2693,USD
00:01.0,VCU,20.1237,20.2281,3741,USD
00:01.1,VCU,20.1094,20.2058,4009,USD
00:01.2,VCU,20.1039,20.2088,1398,USD
00:01.3,VCU,20.109,20.2119,4334,USD
00:01.4,VCU,20.099,20.1996,4898,USD
00:01.5,VCU,20.1098,20.2082,2657,USD
00:01.6,VCU,20.1202,20.2203,4658,USD
00:01.7,VCU,20.1064,20.209,504,USD
00:01.8,VCU,20.1059,20.202,2461,USD
00:01.9,VCU,20.0955,20.1962,4863,USD
00:02.0,VCU,20.0807,20.1804,3966,USD
00:02.1,VCU,20.0978,20.2004,3559,USD
00:02.2,VCU,20.1138,20.2133,2385,USD
00:02.3,VCU,20.0941,20.1962,3206,USD
00:02.4,VCU,20.0947,20.1925,4372,USD
00:02.5,VCU,20.1061,20.2091,3969,USD
00:02.6,VCU,20.1047,20.207,3798,USD
00:02.7,VCU,20.1168,20.2129,2003,USD
00:02.8,VCU,20.1153,20.219,1302,USD
00:02.9,VCU,20.1214,20.2218,2436,USD
00:03.0,VCU,20.1176,20.2174,517,USD
00:03.1,VCU,20.1082,20.2111,4486,USD
00:03.2,VCU,20.0958,20.193,3069,USD
00:03.3,VCU,20.0778,20.1776,4660,USD
00:03.4,VCU,20.0919,20.1876,2516,USD
00:03.5,VCU,20.0966,20.1958,2173,USD
00:03.6,VCU,20.0862,20.1852,1094,USD
00:03.7,VCU,20.0845,20.1895,2672,USD
00:03.8,VCU,20.1019,20.2057,4950,USD
00:03.9,VCU,20.1063,20.2112,2952,USD
00:04.0,VCU,20.1239,20.2202,2731,USD
00:04.1,VCU,20.1281,20.2302,4502,USD
00:04.2,VCU,20.1443,20.2477,529,USD
00:04.3,VCU,20.1551,20.2565,4003,USD
00:04.4,VCU,20.1396,20.2441,3524,USD
00:04.5,VCU,20.1368,20.2322,826,USD
00:04.6,VCU,20.1252,20.2227,3829,USD
00:04.7,VCU,20.1422,20.2396,3877,USD
00:04.8,VCU,20.1294,20.2336,2532,USD
00:04.9,VCU,20.1158,20.2178,2134,USD
00:05.0,VCU,20.1098,20.213,3764,USD
00:05.1,VCU,20.1009,20.1966,4892,USD
00:05.2,VCU,20.1185,20.2146,2674,USD
00:05.3,VCU,20.1028,20.2022,4689,USD
00:05.4,VCU,20.0982,20.199,4910,USD
00:05.5,VCU,20.0928,20.1885,1520,USD
00:05.6,VCU,20.0931,20.1947,2071,USD
00:05.7,VCU,20.0997,20.1985,3826,USD
00:05.8,VCU,20.113,20.2111,3139,USD
00:05.9,VCU,20.1107,20.2124,1890,USD
00:06.0,VCU,20.102,20.2037,2424,USD
00:06.1,VCU,20.091,20.188,1096,USD
00:06.2,VCU,20.0876,20.1889,2498,USD
00:06.3,VCU,20.0938,20.1889,3982,USD
00:06.4,VCU,20.0809,20.1855,1494,USD
00:06.5,VCU,20.0662,20.1659,4125,USD
00:06.6,VCU,20.0633,20.1674,4186,USD
00:06.7,VCU,20.0734,20.1768,2459,USD
00:06.8,VCU,20.0709,20.1731,1160,USD
00:06.9,VCU,20.057,20.1558,3210,USD
00:07.0,VCU,20.0556,20.1512,660,USD
00:07.1,VCU,20.0547,20.1591,3932,USD
00:07.2,VCU,20.0646,20.1651,4070,USD
00:07.3,VCU,20.0458,20.1441,4328,USD
00:07.4,VCU,20.065,20.1653,1187,USD
00:07.5,VCU,20.0504,20.15,3177,USD
00:07.6,VCU,20.0609,20.1597,1170,USD
00:07.7,VCU,20.0416,20.142,829,USD
00:07.8,VCU,20.0596,20.1566,1437,USD
00:07.9,VCU,20.0582,20.1558,1438,USD
00:08.0,VCU,20.0768,20.1729,3574,USD
00:08.1,VCU,20.0945,20.1915,2970,USD
00:08.2,VCU,20.1063,20.207,1064,USD
00:08.3,VCU,20.1122,20.2074,3467,USD
00:08.4,VCU,20.1205,20.2199,4908,USD
00:08.5,VCU,20.1191,20.2224,1209,USD
00:08.6,VCU,20.1344,20.2318,735,USD
00:08.7,VCU,20.1484,20.2452,2763,USD
00:08.8,VCU,20.1491,20.246,2468,USD
00:08.9,VCU,20.1549,20.2548,2493,USD
00:09.0,VCU,20.1615,20.2602,3209,USD
00:09.1,VCU,20.1696,20.2673,1479,USD
00:09.2,VCU,20.1876,20.2895,4797,USD
00:09.3,VCU,20.2068,20.3102,4875,USD
00:09.4,VCU,20.1978,20.3026,4521,USD
00:09.5,VCU,20.2127,20.3135,920,USD
00:09.6,VCU,20.2304,20.3301,939,USD
00:09.7,VCU,20.2163,20.317,3909,USD
00:09.8,VCU,20.2274,20.3262,4012,USD
00:09.9,VCU,20.2301,20.3257,2228,USD
00:10.0,VCU,20.2365,20.3331,4190,USD
00:10.1,VCU,20.2282,20.3255,2412,USD
00:10.2,VCU,20.2397,20.3409,4961,USD
00:10.3,VCU,20.2456,20.3497,3019,USD
00:10.4,VCU,20.2432,20.3429,4923,USD
00:10.5,VCU,20.2407,20.3417,711,USD
00:10.6,VCU,20.2298,20.3316,2707,USD
00:10.7,VCU,20.2404,20.3371,4070,USD
00:10.8,VCU,20.2591,20.3588,1817,USD
00:10.9,VCU,20.2556,20.3555,800,USD
00:11.0,VCU,20.2391,20.3366,509,USD
00:11.1,VCU,20.2376,20.3331,4121,USD
00:11.2,VCU,20.2257,20.3262,1494,USD
00:11.3,VCU,20.2447,20.3457,3842,USD
00:11.4,VCU,20.2336,20.3371,1761,USD
00:11.5,VCU,20.2509,20.3489,4368,USD
00:11.6,VCU,20.2492,20.3457,1618,USD
00:11.7,VCU,20.2403,20.3432,521,USD
00:11.8,VCU,20.2493,20.3527,4158,USD
00:11.9,VCU,20.2487,20.347,2045,USD
00:12.0,VCU,20.2516,20.3489,3623,USD
00:12.1,VCU,20.2711,20.374,1534,USD
00:12.2,VCU,20.2897,20.388,4243,USD
00:12.3,VCU,20.2986,20.3977,2671,USD
00:12.4,VCU,20.3035,20.4025,4871,USD
00:12.5,VCU,20.3217,20.423,1060,USD
00:12.6,VCU,20.3269,20.4312,1306,USD
00:12.7,VCU,20.3247,20.4266,2903,USD
00:12.8,VCU,20.3197,20.4161,1892,USD
00:12.9,VCU,20.3028,20.4066,1672,USD
00:13.0,VCU,20.3013,20.3988,2856,USD
00:13.1,VCU,20.2876,20.387,3975,USD
00:13.2,VCU,20.2859,20.3839,3624,USD
00:13.3,VCU,20.2889,20.3938,2748,USD
00:13.4,VCU,20.2915,20.3934,4569,USD
00:13.5,VCU,20.3025,20.3998,2553,USD
00:13.6,VCU,20.3077,20.4117,3488,USD
00:13.7,VCU,20.2913,20.3892,4918,USD
00:13.8,VCU,20.2925,20.3966,4447,USD
00:13.9,VCU,20.3024,20.4008,2348,USD
00:14.0,VCU,20.3211,20.4241,4895,USD
00:14.1,VCU,20.3193,20.421,3543,USD
00:14.2,VCU,20.3263,20.426,2313,USD
00:14.3,VCU,20.3317,20.4313,871,USD
00:14.4,VCU,20.3238,20.4238,4216,USD
00:14.5,VCU,20.3307,20.4331,1765,USD
00:14.6,VCU,20.3369,20.4402,3535,USD
00:14.7,VCU,20.3346,20.4391,4960,USD
00:14.8,VCU,20.317,20.4148,1250,USD
00:14.9,VCU,20.3227,20.4237,1531,USD
00:15.0,VCU,20.3054,20.4081,3191,USD
00:15.1,VCU,20.317,20.4179,4925,USD
00:15.2,VCU,20.3289,20.425,2449,USD
00:15.3,VCU,20.3095,20.4072,1020,USD
00:15.4,VCU,20.3075,20.4061,855,USD
00:15.5,VCU,20.2995,20.401,3992,USD
00:15.6,VCU,20.2992,20.4032,1038,USD
00:15.7,VCU,20.2902,20.3915,4846,USD
00:15.8,VCU,20.2883,20.3894,2261,USD
00:15.9,VCU,20.2864,20.3836,1278,USD
00:16.0,VCU,20.2834,20.3851,1049,USD
00:16.1,VCU,20.2967,20.3926,991,USD
00:16.2,VCU,20.3035,20.4026,921,USD
00:16.3,VCU,20.3075,20.406,2337,USD
00:16.4,VCU,20.3015,20.4021,4015,USD
00:16.5,VCU,20.3059,20.4075,3031,USD
00:16.6,VCU,20.2999,20.3967,751,USD
00:16.7,VCU,20.3098,20.4069,3157,USD
00:16.8,VCU,20.3251,20.4217,4129,USD
00:16.9,VCU,20.3245,20.424,4021,USD
00:17.0,VCU,20.3159,20.4176,3737,USD
00:17.1,VCU,20.2962,20.3942,3187,USD
00:17.2,VCU,20.2765,20.3789,4598,USD
00:17.3,VCU,20.2594,20.363,3064,USD
00:17.4,VCU,20.2623,20.3644,3160,USD
00:17.5,VCU,20.2744,20.3755,1367,USD
00:17.6,VCU,20.2718,20.3708,2315,USD
00:17.7,VCU,20.2829,20.3787,3362,USD
00:17.8,VCU,20.292,20.3952,2116,USD
00:17.9,VCU,20.2961,20.3987,4547,USD
00:18.0,VCU,20.3063,20.4089,3147,USD
00:18.1,VCU,20.2923,20.388,960,USD
00:18.2,VCU,20.2926,20.3907,1128,USD
00:18.3,VCU,20.2972,20.3973,836,USD
00:18.4,VCU,20.3136,20.4143,1006,USD
00:18.5,VCU,20.2977,20.4017,1913,USD
00:18.6,VCU,20.2877,20.387,3554,USD
00:18.7,VCU,20.2832,20.3859,3241,USD
00:18.8,VCU,20.2763,20.3769,1731,USD
00:18.9,VCU,20.2596,20.3612,3710,USD
00:19.0,VCU,20.2634,20.3678,1546,USD
00:19.1,VCU,20.2471,20.3488,2254,USD
00:19.2,VCU,20.265,20.3649,1328,USD
00:19.3,VCU,20.2759,20.3792,1573,USD
00:19.4,VCU,20.2621,20.3589,4085,USD
00:19.5,VCU,20.2585,20.3602,4177,USD
00:19.6,VCU,20.2598,20.3579,3513,USD
00:19.7,VCU,20.2583,20.3561,2135,USD
00:19.8,VCU,20.2732,20.3688,4726,USD
00:19.9,VCU,20.2646,20.3673,4083,USD
00:20.0,VCU,20.2825,20.3797,936,USD
00:20.1,VCU,20.2826,20.3799,1311,USD
00:20.2,VCU,20.2942,20.3906,1636,USD
00:20.3,VCU,20.2922,20.3872,4995,USD
00:20.4,VCU,20.2891,20.3919,4244,USD
00:20.5,VCU,20.2735,20.3776,2481,USD
00:20.6,VCU,20.2652,20.3602,1201,USD
00:20.7,VCU,20.2842,20.3799,666,USD
00:20.8,VCU,20.2991,20.3945,3425,USD
00:20.9,VCU,20.2929,20.3952,3223,USD
00:21.0,VCU,20.2747,20.3751,4306,USD
00:21.1,VCU,20.2799,20.3831,2903,USD
00:21.2,VCU,20.2617,20.3587,4948,USD
00:21.3,VCU,20.2518,20.3544,3219,USD
00:21.4,VCU,20.2368,20.3355,3667,USD
00:21.5,VCU,20.2558,20.3557,1176,USD
00:21.6,VCU,20.2389,20.3399,1155,USD
00:21.7,VCU,20.2453,20.3434,3379,USD
00:21.8,VCU,20.227,20.3307,969,USD
00:21.9,VCU,20.2339,20.333,755,USD
00:22.0,VCU,20.2478,20.3496,3500,USD
00:22.1,VCU,20.2432,20.3438,3547,USD
00:22.2,VCU,20.2537,20.3544,2544,USD
00:22.3,VCU,20.2347,20.3316,2632,USD
00:22.4,VCU,20.2233,20.3244,1611,USD
00:22.5,VCU,20.2214,20.3254,3118,USD
00:22.6,VCU,20.2298,20.3303,1926,USD
00:22.7,VCU,20.2301,20.3263,715,USD
00:22.8,VCU,20.2323,20.331,1206,USD
00:22.9,VCU,20.2246,20.3296,1104,USD
00:23.0,VCU,20.2435,20.345,1990,USD
00:23.1,VCU,20.2408,20.3449,1848,USD
00:23.2,VCU,20.2337,20.3358,1146,USD
00:23.3,VCU,20.2216,20.3262,1265,USD
00:23.4,VCU,20.2272,20.3282,3265,USD
00:23.5,VCU,20.2402,20.3355,2226,USD
00:23.6,VCU,20.245,20.3403,2974,USD
00:23.7,VCU,20.2348,20.3378,1794,USD
00:23.8,VCU,20.2314,20.331,3115,USD
00:23.9,VCU,20.2504,20.3467,4321,USD
00:24.0,VCU,20.2411,20.3386,3925,USD
00:24.1,VCU,20.2596,20.3636,2055,USD
00:24.2,VCU,20.2595,20.3597,3721,USD
00:24.3,VCU,20.2578,20.3552,4355,USD
00:24.4,VCU,20.2593,20.3628,3803,USD
00:24.5,VCU,20.2411,20.3366,3664,USD
00:24.6,VCU,20.2391,20.3396,1554,USD
00:24.7,VCU,20.2349,20.3378,2130,USD
00:24.8,VCU,20.2309,20.3263,4754,USD
00:24.9,VCU,20.2169,20.3208,3719,USD
00:25.0,VCU,20.2206,20.3207,4390,USD
00:25.1,VCU,20.2154,20.3171,718,USD
00:25.2,VCU,20.206,20.3076,920,USD
00:25.3,VCU,20.1928,20.2941,2484,USD
00:25.4,VCU,20.1957,20.2977,3882,USD
00:25.5,VCU,20.1921,20.2949,1010,USD
00:25.6,VCU,20.1929,20.2935,1918,USD
00:25.7,VCU,20.2094,20.3078,2665,USD
00:25.8,VCU,20.1971,20.2945,2938,USD
00:25.9,VCU,20.2053,20.3072,2740,USD
00:26.0,VCU,20.1901,20.2919,1699,USD
00:26.1,VCU,20.1718,20.2764,4424,USD
00:26.2,VCU,20.1599,20.2603,2460,USD
00:26.3,VCU,20.1419,20.246,3205,USD
00:26.4,VCU,20.1259,20.2287,3833,USD
00:26.5,VCU,20.125,20.222,1232,USD
00:26.6,VCU,20.1265,20.2287,1940,USD
00:26.7,VCU,20.1463,20.2453,2871,USD
00:26.8,VCU,20.1267,20.2274,4950,USD
00:26.9,VCU,20.1265,20.2309,1422,USD
00:27.0,VCU,20.113,20.2126,2916,USD
00:27.1,VCU,20.1,20.2035,1210,USD
00:27.2,VCU,20.1068,20.2036,2636,USD
00:27.3,VCU,20.0962,20.1987,593,USD
00:27.4,VCU,20.1023,20.2043,3821,USD
00:27.5,VCU,20.1192,20.2231,2916,USD
00:27.6,VCU,20.1238,20.221,3560,USD
00:27.7,VCU,20.1319,20.236,2527,USD
00:27.8,VCU,20.1329,20.2332,4986,USD
00:27.9,VCU,20.121,20.2214,2182,USD
00:28.0,VCU,20.1047,20.2048,4242,USD
00:28.1,VCU,20.107,20.2087,524,USD
00:28.2,VCU,20.1101,20.2056,1065,USD
00:28.3,VCU,20.0914,20.1905,3943,USD
00:28.4,VCU,20.1111,20.2099,4917,USD
00:28.5,VCU,20.1173,20.2157,2324,USD
00:28.6,VCU,20.1275,20.2323,3607,USD
00:28.7,VCU,20.1174,20.2159,1424,USD
00:28.8,VCU,20.1298,20.229,2188,USD
00:28.9,VCU,20.1138,20.2092,862,USD
00:29.0,VCU,20.1114,20.2118,2869,USD
00:29.1,VCU,20.124,20.2263,3126,USD
00:29.2,VCU,20.1161,20.2125,999,USD
00:29.3,VCU,20.1211,20.2204,3622,USD
00:29.4,VCU,20.1139,20.213,4379,USD
00:29.5,VCU,20.1279,20.2259,3880,USD
00:29.6,VCU,20.1301,20.2265,4184,USD
00:29.7,VCU,20.1138,20.2161,823,USD
00:29.8,VCU,20.1014,20.204,3227,USD
00:29.9,VCU,20.1196,20.2148,4423,USD
00:30.0,VCU,20.1275,20.2295,2818,USD
00:30.1,VCU,20.1261,20.2276,4317,USD
00:30.2,VCU,20.1382,20.2405,3063,USD
00:30.3,VCU,20.1201,20.2237,3920,USD
00:30.4,VCU,20.1062,20.2045,3265,USD
00:30.5,VCU,20.1167,20.2166,3385,USD
00:30.6,VCU,20.1023,20.2028,981,USD
00:30.7,VCU,20.0836,20.1871,3878,USD
00:30.8,VCU,20.0973,20.1947,3557,USD
00:30.9,VCU,20.1021,20.2037,554,USD
00:31.0,VCU,20.1041,20.1992,640,USD
00:31.1,VCU,20.1167,20.2184,1289,USD
00:31.2,VCU,20.1026,20.1995,3751,USD
00:31.3,VCU,20.0975,20.1966,1160,USD
00:31.4,VCU,20.0813,20.1801,1903,USD
00:31.5,VCU,20.0813,20.1806,1281,USD
00:31.6,VCU,20.098,20.1953,2720,USD
00:31.7,VCU,20.115,20.2168,1969,USD
00:31.8,VCU,20.0956,20.1927,1130,USD
00:31.9,VCU,20.0821,20.1795,3217,USD
00:32.0,VCU,20.0923,20.1887,3333,USD
00:32.1,VCU,20.0763,20.1736,3749,USD
00:32.2,VCU,20.0574,20.1552,3575,USD
00:32.3,VCU,20.0449,20.1457,2518,USD
00:32.4,VCU,20.0282,20.1247,3094,USD
00:32.5,VCU,20.0124,20.1075,1585,USD
00:32.6,VCU,19.9999,20.0994,3399,USD
00:32.7,VCU,20.0038,20.1066,1193,USD
00:32.8,VCU,20.0067,20.1034,4539,USD
00:32.9,VCU,19.9892,20.0885,2561,USD
00:33.0,VCU,19.998,20.098,555,USD
00:33.1,VCU,19.9913,20.0925,1615,USD
00:33.2,VCU,19.9841,20.0886,3114,USD
00:33.3,VCU,19.9935,20.0949,2796,USD
00:33.4,VCU,19.9881,20.0925,720,USD
00:33.5,VCU,20.0059,20.103,3851,USD
00:33.6,VCU,19.9914,20.0895,3588,USD
00:33.7,VCU,19.9894,20.0904,3926,USD
00:33.8,VCU,19.9709,20.0755,1196,USD
00:33.9,VCU,19.9816,20.0832,3773,USD
00:34.0,VCU,20.0002,20.0996,4749,USD
00:34.1,VCU,19.9981,20.097,3325,USD
00:34.2,VCU,19.9974,20.0953,1660,USD
00:34.3,VCU,19.9899,20.0894,4089,USD
00:34.4,VCU,19.9826,20.0806,1395,USD
00:34.5,VCU,19.9998,20.1022,3992,USD
00:34.6,VCU,19.9891,20.0881,739,USD
00:34.7,VCU,19.9871,20.0864,1012,USD
00:34.8,VCU,19.9991,20.0994,4509,USD
00:34.9,VCU,20.0177,20.1158,3383,USD
00:35.0,VCU,20.0224,20.1255,1194,USD
00:35.1,VCU,20.0149,20.1123,3682,USD
00:35.2,VCU,20.0188,20.1195,1919,USD
00:35.3,VCU,20.0184,20.1148,3441,USD
00:35.4,VCU,20.0177,20.1147,3851,USD
00:35.5,VCU,20.0144,20.1178,2306,USD
00:35.6,VCU,19.9957,20.0929,4557,USD
00:35.7,VCU,19.9802,20.0763,840,USD
00:35.8,VCU,19.9821,20.087,2938,USD
00:35.9,VCU,19.98,20.0785,2441,USD
00:36.0,VCU,19.9925,20.0934,1859,USD
00:36.1,VCU,20.0039,20.107,4913,USD
00:36.2,VCU,19.9968,20.0989,1280,USD
00:36.3,VCU,20.0153,20.1182,1539,USD
00:36.4,VCU,20.0053,20.1074,4509,USD
00:36.5,VCU,20.0084,20.1061,1262,USD
00:36.6,VCU,20.009,20.1068,3181,USD
00:36.7,VCU,20.0238,20.1273,3434,USD
00:36.8,VCU,20.0356,20.1346,3144,USD
00:36.9,VCU,20.0291,20.1299,896,USD
00:37.0,VCU,20.0131,20.1159,4115,USD
00:37.1,VCU,19.9931,20.0977,2972,USD
00:37.2,VCU,20.0081,20.1119,1855,USD
00:37.3,VCU,20.004,20.102,1279,USD
00:37.4,VCU,19.9925,20.0883,566,USD
00:37.5,VCU,20.0052,20.1101,3638,USD
00:37.6,VCU,20.0144,20.1104,1590,USD
00:37.7,VCU,19.9972,20.0978,2245,USD
00:37.8,VCU,20.014,20.1151,1646,USD
00:37.9,VCU,20.0175,20.1164,2768,USD
00:38.0,VCU,20.0075,20.1085,719,USD
00:38.1,VCU,19.9957,20.0967,2460,USD
00:38.2,VCU,19.9911,20.0885,598,USD
00:38.3,VCU,20.0085,20.1048,1915,USD
00:38.4,VCU,20.0267,20.1294,826,USD
00:38.5,VCU,20.0446,20.1436,3969,USD
00:38.6,VCU,20.0279,20.1283,4688,USD
00:38.7,VCU,20.0469,20.1434,1041,USD
00:38.8,VCU,20.0548,20.1571,4059,USD
00:38.9,VCU,20.0529,20.154,1478,USD
00:39.0,VCU,20.0613,20.1633,2623,USD
00:39.1,VCU,20.0561,20.1586,740,USD
00:39.2,VCU,20.0684,20.1661,1131,USD
00:39.3,VCU,20.0666,20.1652,2589,USD
00:39.4,VCU,20.0824,20.1841,600,USD
00:39.5,VCU,20.0642,20.1629,789,USD
00:39.6,VCU,20.0532,20.1507,3554,USD
00:39.7,VCU,20.0533,20.1573,3784,USD
00:39.8,VCU,20.0684,20.172,4241,USD
00:39.9,VCU,20.0631,20.1611,3516,USD
00:40.0,VCU,20.0831,20.1858,1733,USD
00:40.1,VCU,20.1003,20.1956,578,USD
00:40.2,VCU,20.0804,20.182,4840,USD
00:40.3,VCU,20.0772,20.1818,859,USD
00:40.4,VCU,20.0931,20.1933,1195,USD
00:40.5,VCU,20.0933,20.1947,1570,USD
00:40.6,VCU,20.085,20.1885,3172,USD
00:40.7,VCU,20.0831,20.1804,1392,USD
00:40.8,VCU,20.0673,20.1668,2200,USD
00:40.9,VCU,20.0596,20.1573,830,USD
00:41.0,VCU,20.0731,20.1714,4706,USD
00:41.1,VCU,20.0802,20.1778,4204,USD
00:41.2,VCU,20.064,20.16,2320,USD
00:41.3,VCU,20.0519,20.1509,2620,USD
00:41.4,VCU,20.0328,20.1284,3216,USD
00:41.5,VCU,20.0145,20.1141,3735,USD
00:41.6,VCU,19.9956,20.0975,2792,USD
00:41.7,VCU,20.011,20.1063,3875,USD
00:41.8,VCU,19.9934,20.0912,4807,USD
00:41.9,VCU,19.9986,20.1017,3441,USD
00:42.0,VCU,20.0004,20.1003,1973,USD
00:42.1,VCU,19.9932,20.0904,4364,USD
